# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
587.0000 M35 5000000 2 482.0000 S157 S164 191 N S157->3_234->S164
832.9000 M88 5000000 2 568.9000 S32 S114 190 N S32->2_224->S114
892.6000 M286 5000000 2 34.6000 S96 S149 199 N S96->6T_260->S149
908.1000 M189 5000000 2 341.1000 S195 S187 194 N S195->3_234->S187
918.9000 M144 5000000 2 486.9000 S19 S174 191 N S19->4_246->S174
1004.7000 M39 5000000 2 887.7000 S144 S2 185 N S144->2_225->S2
1101.8000 M245 5000000 2 366.8000 S19 S132 193 N S19->4_246->S132
1148.8000 M325 5000000 2 173.8000 S142 S187 197 N S142->6T_260->S187
1152.5000 M152 5000000 2 696.5000 S28 S113 188 N S28->4_246->S113
1240.3000 M275 5000000 2 415.3000 S14 S134 193 N S14->4_245->S134
1245.7000 M263 5000000 2 456.7000 S20 S181 192 N S20->2_224->S181
1291.1000 M238 5000000 2 577.1000 S152 S5 190 N S152->7_275->S5
1335.4000 M5 5000000 2 1320.4000 S194 S56 177 N S194->7_276->S56
1367.9000 M320 5000000 2 407.9000 S187 S108 193 N S187->4_245->S108
1369.3000 M132 5000000 2 973.3000 S32 S136 183 N S32->2_224->S136
1373.3000 M337 5000000 2 362.3000 S197 S141 193 N S197->2_225->S141
1419.5000 M30 5000000 2 1329.5000 S101 S211 177 N S101->3_234->S211
1424.3000 M417 5000000 2 173.3000 S158 S47 197 N S158->9_305->S47
1425.2000 M53 5000000 2 1266.2000 S59 S119 178 N S59->3_234->S119
1461.3000 M153 5000000 2 1002.3000 S51 S124 183 N S51->3_235->S124
1470.9000 M329 5000000 2 483.9000 S134 S9 191 N S134->7_275->S9
1499.0000 M220 5000000 2 839.0000 S127 S211 186 N S127->3_235->S211
1510.6000 M361 5000000 2 427.6000 S112 S55 192 N S112->6T_260->S55
1582.7000 M356 5000000 2 514.7000 S151 S118 191 N S151->4_245->S118
1600.6000 M165 5000000 2 1105.6000 S88 S104 181 N S88->9_305->S104
1643.6000 M185 5000000 2 1088.6000 S115 S52 181 N S115->3_234->S52
1652.6000 M392 5000000 2 476.6000 S170 S94 192 N S170->7_275->S94
1680.2000 M24 5000000 2 1608.2000 S136 S20 173 N S136->2_225->S20
1729.2000 M460 5000000 2 349.2000 S103 S199 194 N S103->4_246->S199
1761.6000 M258 5000000 2 987.6000 S124 S144 183 N S124->2_224->S144
1814.3000 M150 5000000 2 1364.3000 S81 S47 177 N S81->7_276->S47
1822.2000 M375 5000000 2 697.2000 S112 S124 188 N S112->6T_260->S124
1899.2000 M128 5000000 2 1515.2000 S202 S151 174 N S202->2_224->S151
1904.3000 M504 5000000 2 392.3000 S126 S184 193 N S126->3_234->S184
1942.5000 M64 5000000 2 1750.5000 S94 S189 170 N S94->3_234->S189
1965.9000 M385 5000000 2 810.9000 S206 S65 186 N S206->6T_260->S65
1998.3000 M443 5000000 2 669.3000 S189 S23 188 N S189->3_234->S23
2011.6000 M140 5000000 2 1591.6000 S65 S3 173 N S65->7_275->S3
